Gene,Function,GOID,Cat
AT2G20900,protein kinase C-activating G protein-coupled receptor signaling pathway,GO:0007205,proc
AT4G30340,protein kinase C-activating G protein-coupled receptor signaling pathway,GO:0007205,proc
AT1G08180,protein kinase inhibitor activity,GO:0004860,func
AT5G40460,protein kinase inhibitor activity,GO:0004860,func
AT2G28870,protein kinase inhibitor activity,GO:0004860,func
AT3G62770,protein lipidation,GO:0006497,proc
AT5G45900,protein lipidation,GO:0006497,proc
AT1G12730,protein localization to cell surface,GO:0034394,proc
AT2G31530,protein localization to chloroplast,GO:0072598,proc
AT5G18680,protein localization to cilium,GO:0061512,proc
AT5G48660,protein localization to endoplasmic reticulum exit site,GO:0070973,proc
AT3G22950,protein localization to Golgi membrane,GO:1903292,proc
AT5G10840,protein localization to membrane,GO:0072657,proc
AT3G45260,protein localization to nucleus,GO:0034504,proc
AT5G22350,protein localization to organelle,GO:0033365,proc
AT3G62770,protein localization to phagophore assembly site,GO:0034497,proc
AT2G31260,protein localization to phagophore assembly site,GO:0034497,proc
AT4G25910,protein maturation by iron-sulfur cluster transfer,GO:0097428,proc
AT5G47110,protein membrane anchor,GO:0043495,func
AT4G17600,protein membrane anchor,GO:0043495,func
AT5G51070,protein metabolic process,GO:0019538,proc
AT1G07200,protein metabolic process,GO:0019538,proc
AT5G45900,protein modification by small protein conjugation,GO:0032446,proc
AT2G46920,protein myristoylation,GO:0018377,proc
AT4G38240,protein N-acetylglucosaminyltransferase activity,GO:0016262,func
AT5G55500,protein N-linked glycosylation,GO:0006487,proc
AT1G02145,protein N-linked glycosylation,GO:0006487,proc
AT1G27520,protein N-linked glycosylation,GO:0006487,proc
AT1G67490,protein N-linked glycosylation,GO:0006487,proc
AT3G06440,protein O-linked glycosylation via hydroxyproline,GO:0018258,proc
AT5G62620,protein O-linked glycosylation via hydroxyproline,GO:0018258,proc
AT2G46920,protein palmitoylation,GO:0018345,proc
AT3G01480,protein peptidyl-prolyl isomerization,GO:0000413,proc
AT4G17070,protein peptidyl-prolyl isomerization,GO:0000413,proc
AT3G66654,protein peptidyl-prolyl isomerization,GO:0000413,proc
AT3G62030,protein peptidyl-prolyl isomerization,GO:0000413,proc
AT5G13120,protein peptidyl-prolyl isomerization,GO:0000413,proc
AT2G16600,protein peptidyl-prolyl isomerization,GO:0000413,proc
AT5G58710,protein peptidyl-prolyl isomerization,GO:0000413,proc
AT4G33470,protein phosphatase 2A binding,GO:0051721,func
AT3G26020,protein phosphatase activator activity,GO:0072542,func
AT3G26030,protein phosphatase activator activity,GO:0072542,func
AT5G28900,protein phosphatase regulator activity,GO:0019888,func
AT3G26020,protein phosphatase regulator activity,GO:0019888,func
AT1G03960,protein phosphatase regulator activity,GO:0019888,func
AT3G26030,protein phosphatase regulator activity,GO:0019888,func
AT3G02520,protein phosphorylated amino acid binding,GO:0045309,func
AT1G01540,protein phosphorylation,GO:0006468,proc
AT1G28440,protein phosphorylation,GO:0006468,proc
AT1G60800,protein phosphorylation,GO:0006468,proc
AT2G26730,protein phosphorylation,GO:0006468,proc
AT2G27060,protein phosphorylation,GO:0006468,proc
AT2G36350,protein phosphorylation,GO:0006468,proc
AT2G37050,protein phosphorylation,GO:0006468,proc
AT2G45340,protein phosphorylation,GO:0006468,proc
AT3G08680,protein phosphorylation,GO:0006468,proc
AT3G12690,protein phosphorylation,GO:0006468,proc
AT3G24660,protein phosphorylation,GO:0006468,proc
AT3G56370,protein phosphorylation,GO:0006468,proc
AT3G58690,protein phosphorylation,GO:0006468,proc
AT4G22130,protein phosphorylation,GO:0006468,proc
AT5G16810,protein phosphorylation,GO:0006468,proc
AT5G59010,protein phosphorylation,GO:0006468,proc
AT4G30960,protein phosphorylation,GO:0006468,proc
AT5G47760,protein phosphorylation,GO:0006468,proc
AT5G41990,protein phosphorylation,GO:0006468,proc
AT4G18950,protein phosphorylation,GO:0006468,proc
AT1G30270,protein phosphorylation,GO:0006468,proc
AT4G33430,protein phosphorylation,GO:0006468,proc
AT1G56140,protein phosphorylation,GO:0006468,proc
AT3G20860,protein phosphorylation,GO:0006468,proc
AT1G54820,protein phosphorylation,GO:0006468,proc
AT1G73080,protein phosphorylation,GO:0006468,proc
AT5G10520,protein phosphorylation,GO:0006468,proc
AT1G09970,protein phosphorylation,GO:0006468,proc
AT2G30360,protein phosphorylation,GO:0006468,proc
AT4G28490,protein phosphorylation,GO:0006468,proc
AT2G05940,protein phosphorylation,GO:0006468,proc
AT3G05050,protein phosphorylation,GO:0006468,proc
AT5G01810,protein phosphorylation,GO:0006468,proc
AT2G17290,protein phosphorylation,GO:0006468,proc
AT3G24550,protein phosphorylation,GO:0006468,proc
AT3G08760,protein phosphorylation,GO:0006468,proc
AT3G02880,protein phosphorylation,GO:0006468,proc
AT4G29810,protein phosphorylation,GO:0006468,proc
AT5G54590,protein phosphorylation,GO:0006468,proc
AT5G55560,protein phosphorylation,GO:0006468,proc
AT5G01850,protein phosphorylation,GO:0006468,proc
AT5G08160,protein phosphorylation,GO:0006468,proc
AT5G50850,protein phosphorylation,GO:0006468,proc
AT1G72540,protein phosphorylation,GO:0006468,proc
AT4G25390,protein phosphorylation,GO:0006468,proc
AT5G25930,protein phosphorylation,GO:0006468,proc
AT5G51770,protein phosphorylation,GO:0006468,proc
AT1G26150,protein phosphorylation,GO:0006468,proc
AT3G15354,protein phosphorylation,GO:0006468,proc
AT3G48750,protein phosphorylation,GO:0006468,proc
AT5G14210,protein phosphorylation,GO:0006468,proc
AT5G37790,protein phosphorylation,GO:0006468,proc
AT5G50000,protein phosphorylation,GO:0006468,proc
AT5G58140,protein phosphorylation,GO:0006468,proc
AT2G42290,protein phosphorylation,GO:0006468,proc
AT3G49670,protein phosphorylation,GO:0006468,proc
AT4G23300,protein phosphorylation,GO:0006468,proc
AT5G21222,protein phosphorylation,GO:0006468,proc
AT1G56720,protein phosphorylation,GO:0006468,proc
AT1G20650,protein phosphorylation,GO:0006468,proc
AT1G27190,protein phosphorylation,GO:0006468,proc
AT1G31420,protein phosphorylation,GO:0006468,proc
AT3G28040,protein phosphorylation,GO:0006468,proc
AT1G66980,protein phosphorylation,GO:0006468,proc
AT1G68830,protein phosphorylation,GO:0006468,proc
AT2G41820,protein phosphorylation,GO:0006468,proc
AT3G59110,protein phosphorylation,GO:0006468,proc
AT5G51350,protein phosphorylation,GO:0006468,proc
AT3G45780,protein phosphorylation,GO:0006468,proc
AT5G61480,protein phosphorylation,GO:0006468,proc
AT4G11900,protein phosphorylation,GO:0006468,proc
AT5G16000,protein phosphorylation,GO:0006468,proc
AT4G29990,protein phosphorylation,GO:0006468,proc
AT1G61360,protein phosphorylation,GO:0006468,proc
AT4G10390,protein phosphorylation,GO:0006468,proc
AT3G28450,protein phosphorylation,GO:0006468,proc
AT3G47090,protein phosphorylation,GO:0006468,proc
AT4G23190,protein phosphorylation,GO:0006468,proc
AT4G31390,protein phosphorylation,GO:0006468,proc
AT2G20050,protein phosphorylation,GO:0006468,proc
AT5G58520,protein phosphorylation,GO:0006468,proc
AT1G53090,protein phosphorylation,GO:0006468,proc
AT2G26330,protein phosphorylation,GO:0006468,proc
AT5G10930,protein phosphorylation,GO:0006468,proc
AT3G45640,protein phosphorylation,GO:0006468,proc
AT3G57530,protein phosphorylation,GO:0006468,proc
AT5G44290,protein phosphorylation,GO:0006468,proc
AT2G31320,protein poly-ADP-ribosylation,GO:0070212,proc
AT1G56500,protein polyubiquitination,GO:0000209,proc
AT1G02340,protein polyubiquitination,GO:0000209,proc
AT3G14240,protein processing,GO:0016485,proc
AT1G28320,protein processing,GO:0016485,proc
AT2G31440,protein processing,GO:0016485,proc
AT1G49630,protein processing,GO:0016485,proc
AT1G51980,protein processing involved in protein targeting to mitochondrion,GO:0006627,proc
AT5G49570,protein quality control for misfolded or incompletely synthesized proteins,GO:0006515,proc
AT1G26230,protein refolding,GO:0042026,proc
AT1G55490,protein refolding,GO:0042026,proc
AT2G28000,protein refolding,GO:0042026,proc
AT1G80030,protein refolding,GO:0042026,proc
AT5G02490,protein refolding,GO:0042026,proc
AT3G09440,protein refolding,GO:0042026,proc
AT1G28210,protein refolding,GO:0042026,proc
AT5G42020,protein refolding,GO:0042026,proc
AT5G28540,protein refolding,GO:0042026,proc
AT3G62030,protein refolding,GO:0042026,proc
AT5G13120,protein refolding,GO:0042026,proc
AT2G16600,protein refolding,GO:0042026,proc
AT5G58710,protein refolding,GO:0042026,proc
AT4G04800,protein repair,GO:0030091,proc
AT4G21860,protein repair,GO:0030091,proc
AT1G29330,protein retention in ER lumen,GO:0006621,proc
AT2G21190,protein retention in ER lumen,GO:0006621,proc
AT5G61780,protein secretion,GO:0009306,proc
AT1G09330,protein secretion,GO:0009306,proc
AT1G29310,protein secretion,GO:0009306,proc
AT2G34250,protein secretion,GO:0009306,proc
AT3G05710,protein secretion,GO:0009306,proc
AT5G07350,protein secretion,GO:0009306,proc
AT4G12120,protein secretion,GO:0009306,proc
AT2G18710,protein secretion,GO:0009306,proc
AT4G14870,protein secretion,GO:0009306,proc
AT2G31530,protein secretion,GO:0009306,proc
AT5G52440,protein secretion,GO:0009306,proc
AT3G46060,protein secretion,GO:0009306,proc
AT5G42480,protein self-association,GO:0043621,func
AT3G53180,protein self-association,GO:0043621,func
AT1G01910,protein self-association,GO:0043621,func
AT2G21120,protein self-association,GO:0043621,func
AT3G19180,protein self-association,GO:0043621,func
AT2G48120,protein self-association,GO:0043621,func
AT5G57110,protein self-association,GO:0043621,func
AT4G33470,protein self-association,GO:0043621,func
AT2G29500,protein self-association,GO:0043621,func
AT3G49530,protein self-association,GO:0043621,func
AT1G43700,protein self-association,GO:0043621,func
AT1G06190,protein self-association,GO:0043621,func
AT2G36250,protein self-association,GO:0043621,func
AT3G54090,protein self-association,GO:0043621,func
AT5G44920,protein self-association,GO:0043621,func
AT1G01540,protein serine/threonine kinase activity,GO:0004674,func
AT1G28440,protein serine/threonine kinase activity,GO:0004674,func
AT2G26730,protein serine/threonine kinase activity,GO:0004674,func
AT2G27060,protein serine/threonine kinase activity,GO:0004674,func
AT2G36350,protein serine/threonine kinase activity,GO:0004674,func
AT2G45340,protein serine/threonine kinase activity,GO:0004674,func
AT3G08680,protein serine/threonine kinase activity,GO:0004674,func
AT3G12690,protein serine/threonine kinase activity,GO:0004674,func
AT3G24660,protein serine/threonine kinase activity,GO:0004674,func
AT3G56370,protein serine/threonine kinase activity,GO:0004674,func
AT4G39400,protein serine/threonine kinase activity,GO:0004674,func
AT5G59010,protein serine/threonine kinase activity,GO:0004674,func
AT4G30960,protein serine/threonine kinase activity,GO:0004674,func
AT5G47760,protein serine/threonine kinase activity,GO:0004674,func
AT3G23150,protein serine/threonine kinase activity,GO:0004674,func
AT5G41990,protein serine/threonine kinase activity,GO:0004674,func
AT4G18950,protein serine/threonine kinase activity,GO:0004674,func
AT1G30270,protein serine/threonine kinase activity,GO:0004674,func
AT4G33430,protein serine/threonine kinase activity,GO:0004674,func
AT1G56140,protein serine/threonine kinase activity,GO:0004674,func
AT3G20860,protein serine/threonine kinase activity,GO:0004674,func
AT1G73080,protein serine/threonine kinase activity,GO:0004674,func
AT5G10520,protein serine/threonine kinase activity,GO:0004674,func
AT1G09970,protein serine/threonine kinase activity,GO:0004674,func
AT2G30360,protein serine/threonine kinase activity,GO:0004674,func
AT4G28490,protein serine/threonine kinase activity,GO:0004674,func
AT2G46500,protein serine/threonine kinase activity,GO:0004674,func
AT2G05940,protein serine/threonine kinase activity,GO:0004674,func
AT2G11520,protein serine/threonine kinase activity,GO:0004674,func
AT5G01810,protein serine/threonine kinase activity,GO:0004674,func
AT2G17290,protein serine/threonine kinase activity,GO:0004674,func
AT2G30040,protein serine/threonine kinase activity,GO:0004674,func
AT3G24550,protein serine/threonine kinase activity,GO:0004674,func
AT3G02880,protein serine/threonine kinase activity,GO:0004674,func
AT4G29810,protein serine/threonine kinase activity,GO:0004674,func
AT5G54590,protein serine/threonine kinase activity,GO:0004674,func
AT5G55560,protein serine/threonine kinase activity,GO:0004674,func
AT5G24430,protein serine/threonine kinase activity,GO:0004674,func
AT5G08160,protein serine/threonine kinase activity,GO:0004674,func
AT5G50850,protein serine/threonine kinase activity,GO:0004674,func
AT5G57015,protein serine/threonine kinase activity,GO:0004674,func
AT1G54960,protein serine/threonine kinase activity,GO:0004674,func
AT1G72540,protein serine/threonine kinase activity,GO:0004674,func
AT3G13380,protein serine/threonine kinase activity,GO:0004674,func
AT4G25390,protein serine/threonine kinase activity,GO:0004674,func
AT5G25930,protein serine/threonine kinase activity,GO:0004674,func
AT5G59700,protein serine/threonine kinase activity,GO:0004674,func
AT5G14210,protein serine/threonine kinase activity,GO:0004674,func
AT5G58140,protein serine/threonine kinase activity,GO:0004674,func
AT2G42290,protein serine/threonine kinase activity,GO:0004674,func
AT3G49670,protein serine/threonine kinase activity,GO:0004674,func
AT4G23300,protein serine/threonine kinase activity,GO:0004674,func
AT1G56720,protein serine/threonine kinase activity,GO:0004674,func
AT1G27190,protein serine/threonine kinase activity,GO:0004674,func
AT1G31420,protein serine/threonine kinase activity,GO:0004674,func
AT3G28040,protein serine/threonine kinase activity,GO:0004674,func
AT1G66980,protein serine/threonine kinase activity,GO:0004674,func
AT1G68830,protein serine/threonine kinase activity,GO:0004674,func
AT2G41820,protein serine/threonine kinase activity,GO:0004674,func
AT3G59110,protein serine/threonine kinase activity,GO:0004674,func
AT5G51350,protein serine/threonine kinase activity,GO:0004674,func
AT3G45780,protein serine/threonine kinase activity,GO:0004674,func
AT5G61480,protein serine/threonine kinase activity,GO:0004674,func
AT4G11900,protein serine/threonine kinase activity,GO:0004674,func
AT1G61360,protein serine/threonine kinase activity,GO:0004674,func
AT3G28450,protein serine/threonine kinase activity,GO:0004674,func
AT3G47090,protein serine/threonine kinase activity,GO:0004674,func
AT4G23190,protein serine/threonine kinase activity,GO:0004674,func
AT2G20050,protein serine/threonine kinase activity,GO:0004674,func
AT5G10930,protein serine/threonine kinase activity,GO:0004674,func
AT1G53570,protein serine/threonine kinase activity,GO:0004674,func
AT3G57530,protein serine/threonine kinase activity,GO:0004674,func
AT4G03260,protein serine/threonine kinase activity,GO:0004674,func
AT1G79630,protein serine/threonine phosphatase activity,GO:0004722,func
AT2G46920,protein serine/threonine phosphatase activity,GO:0004722,func
AT2G30020,protein serine/threonine phosphatase activity,GO:0004722,func
AT1G07630,protein serine/threonine phosphatase activity,GO:0004722,func
AT1G68410,protein serine/threonine phosphatase activity,GO:0004722,func
AT1G18480,protein serine/threonine phosphatase activity,GO:0004722,func
AT2G16430,protein serine/threonine phosphatase activity,GO:0004722,func
AT4G33920,protein serine/threonine phosphatase activity,GO:0004722,func
AT2G33700,protein serine/threonine phosphatase activity,GO:0004722,func
AT3G17250,protein serine/threonine phosphatase activity,GO:0004722,func
AT4G31860,protein serine/threonine phosphatase activity,GO:0004722,func
AT4G33500,protein serine/threonine phosphatase activity,GO:0004722,func
AT2G25070,protein serine/threonine phosphatase activity,GO:0004722,func
AT1G47380,protein serine/threonine phosphatase activity,GO:0004722,func
AT2G20050,protein serine/threonine phosphatase activity,GO:0004722,func
AT1G25230,protein serine/threonine phosphatase activity,GO:0004722,func
AT2G01890,protein serine/threonine phosphatase activity,GO:0004722,func
AT3G55050,protein serine/threonine phosphatase activity,GO:0004722,func
AT4G31750,protein serine/threonine phosphatase activity,GO:0004722,func
AT4G18950,protein serine/threonine/tyrosine kinase activity,GO:0004712,func
AT5G01850,protein serine/threonine/tyrosine kinase activity,GO:0004712,func
AT5G50000,protein serine/threonine/tyrosine kinase activity,GO:0004712,func
